# T[k]  Density[cm^-3]  U(1)[] N0/N NI/N NII/N NIII/N NIV/N NV/N NVI/N NVII/N
 1.000e+02  1.000e-08  1.397e+01  3.84000e-13  3.86000e-08  9.55000e-05  1.65000e-02  2.54000e-01  7.09000e-01  2.06000e-02  1.16000e-04
 1.259e+02  1.000e-08  1.397e+01  1.82000e-13  2.29000e-08  6.60000e-05  1.31000e-02  2.30000e-01  7.32000e-01  2.43000e-02  1.55000e-04
 1.585e+02  1.000e-08  1.397e+01  8.44000e-14  1.34000e-08  4.54000e-05  1.04000e-02  2.08000e-01  7.53000e-01  2.85000e-02  2.08000e-04
 1.995e+02  1.000e-08  1.397e+01  3.86000e-14  7.80000e-09  3.14000e-05  8.13000e-03  1.87000e-01  7.71000e-01  3.34000e-02  2.78000e-04
 2.512e+02  1.000e-08  1.397e+01  1.77000e-14  4.59000e-09  2.21000e-05  6.34000e-03  1.68000e-01  7.87000e-01  3.90000e-02  3.71000e-04
 3.162e+02  1.000e-08  1.397e+01  8.38000e-15  2.77000e-09  1.61000e-05  4.92000e-03  1.49000e-01  8.00000e-01  4.55000e-02  4.94000e-04
 3.981e+02  1.000e-08  1.397e+01  4.09000e-15  1.73000e-09  1.22000e-05  3.80000e-03  1.32000e-01  8.10000e-01  5.28000e-02  6.56000e-04
 5.012e+02  1.000e-08  1.397e+01  2.03000e-15  1.10000e-09  9.36000e-06  2.93000e-03  1.17000e-01  8.18000e-01  6.12000e-02  8.69000e-04
 6.310e+02  1.000e-08  1.397e+01  1.01000e-15  6.99000e-10  7.18000e-06  2.26000e-03  1.02000e-01  8.23000e-01  7.06000e-02  1.15000e-03
 7.943e+02  1.000e-08  1.397e+01  4.98000e-16  4.36000e-10  5.41000e-06  1.74000e-03  8.95000e-02  8.26000e-01  8.13000e-02  1.52000e-03
