# T[k]  Density[cm^-3]  U(1)[] F0/F FI/F FII/F FIII/F FIV/F FV/F FVI/F FVII/F FVIII/F FIX/F
 1.000e+02  1.000e-08  1.397e+01  3.94000e-13  4.47000e-08  1.98000e-04  3.79000e-03  9.63000e-02  4.49000e-01  3.73000e-01  7.78000e-02  2.99000e-04  0.00000e+00
 1.259e+02  1.000e-08  1.397e+01  2.09000e-13  2.83000e-08  1.45000e-04  3.00000e-03  8.04000e-02  4.22000e-01  4.00000e-01  9.42000e-02  4.11000e-04  0.00000e+00
 1.585e+02  1.000e-08  1.397e+01  1.10000e-13  1.77000e-08  1.06000e-04  2.47000e-03  6.83000e-02  3.92000e-01  4.23000e-01  1.13000e-01  5.61000e-04  0.00000e+00
 1.995e+02  1.000e-08  1.397e+01  5.71000e-14  1.10000e-08  7.60000e-05  2.10000e-03  5.98000e-02  3.61000e-01  4.43000e-01  1.33000e-01  7.57000e-04  1.02000e-06
 2.512e+02  1.000e-08  1.397e+01  2.93000e-14  6.77000e-09  5.41000e-05  1.82000e-03  5.42000e-02  3.34000e-01  4.54000e-01  1.55000e-01  1.00000e-03  1.54000e-06
 3.162e+02  1.000e-08  1.397e+01  1.50000e-14  4.17000e-09  3.84000e-05  1.61000e-03  5.15000e-02  3.23000e-01  4.49000e-01  1.74000e-01  1.29000e-03  2.25000e-06
 3.981e+02  1.000e-08  1.397e+01  7.80000e-15  2.63000e-09  2.77000e-05  1.47000e-03  5.19000e-02  3.35000e-01  4.23000e-01  1.87000e-01  1.59000e-03  3.17000e-06
 5.012e+02  1.000e-08  1.397e+01  4.05000e-15  1.66000e-09  1.96000e-05  1.34000e-03  5.37000e-02  3.68000e-01  3.81000e-01  1.94000e-01  1.89000e-03  4.29000e-06
 6.310e+02  1.000e-08  1.397e+01  2.00000e-15  9.98000e-10  1.31000e-05  1.17000e-03  5.41000e-02  4.05000e-01  3.39000e-01  1.99000e-01  2.22000e-03  5.77000e-06
 7.943e+02  1.000e-08  1.397e+01  9.18000e-16  5.59000e-10  8.04000e-06  9.36000e-04  5.12000e-02  4.32000e-01  3.06000e-01  2.08000e-01  2.65000e-03  7.88000e-06
 1.000e+03  1.000e-08  1.397e+01  3.93000e-16  2.93000e-10  4.55000e-06  6.97000e-04  4.55000e-02  4.43000e-01  2.84000e-01  2.23000e-01  3.26000e-03  1.11000e-05
 1.259e+03  1.000e-08  1.397e+01  1.60000e-16  1.46000e-10  2.42000e-06  4.88000e-04  3.83000e-02  4.39000e-01  2.73000e-01  2.46000e-01  4.13000e-03  1.61000e-05
 1.585e+03  1.000e-08  1.397e+01  6.36000e-17  7.05000e-11  1.23000e-06  3.28000e-04  3.07000e-02  4.21000e-01  2.67000e-01  2.76000e-01  5.32000e-03  2.38000e-05
 1.995e+03  1.000e-08  1.397e+01  2.50000e-17  3.37000e-11  6.18000e-07  2.16000e-04  2.40000e-02  3.93000e-01  2.64000e-01  3.12000e-01  6.93000e-03  3.56000e-05
 2.512e+03  1.000e-08  1.397e+01  9.86000e-18  1.62000e-11  3.14000e-07  1.42000e-04  1.85000e-02  3.57000e-01  2.61000e-01  3.54000e-01  9.05000e-03  5.32000e-05
 3.162e+03  1.000e-08  1.397e+01  0.00000e+00  7.96000e-12  1.66000e-07  9.72000e-05  1.44000e-02  3.17000e-01  2.57000e-01  4.00000e-01  1.18000e-02  7.95000e-05
 3.981e+03  1.000e-08  1.397e+01  0.00000e+00  4.13000e-12  9.49000e-08  7.08000e-05  1.17000e-02  2.73000e-01  2.51000e-01  4.49000e-01  1.52000e-02  1.18000e-04
 5.012e+03  1.000e-08  1.397e+01  0.00000e+00  2.28000e-12  5.88000e-08  5.54000e-05  9.81000e-03  2.29000e-01  2.43000e-01  4.99000e-01  1.95000e-02  1.74000e-04
