# T[k]  Density[cm^-3]  U(1)[] Mg0/Mg MgI/Mg MgII/Mg MgIII/Mg MgIV/Mg MgV/Mg MgVI/Mg MgVII/Mg MgVIII/Mg MgIX/Mg MgX/Mg MgXI/Mg MgXII/Mg
 1.000e+02  1.000e-08  3.321e+01  0.00000e+00  4.38000e-17  1.05000e-12  3.59000e-09  5.15000e-07  1.20000e-04  6.83000e-03  1.24000e-02  9.75000e-02  3.31000e-01  4.65000e-01  8.23000e-02  4.65000e-03
 1.259e+02  1.000e-08  3.321e+01  0.00000e+00  1.95000e-17  5.40000e-13  2.06000e-09  3.33000e-07  8.95000e-05  5.34000e-03  8.90000e-03  8.05000e-02  3.11000e-01  4.90000e-01  9.85000e-02  6.31000e-03
 1.585e+02  1.000e-08  3.321e+01  0.00000e+00  8.31000e-18  2.67000e-13  1.15000e-09  2.17000e-07  6.70000e-05  3.81000e-03  6.33000e-03  6.57000e-02  2.88000e-01  5.11000e-01  1.17000e-01  8.49000e-03
 1.995e+02  1.000e-08  3.321e+01  0.00000e+00  3.45000e-18  1.29000e-13  6.25000e-10  1.43000e-07  5.08000e-05  2.52000e-03  4.47000e-03  5.29000e-02  2.64000e-01  5.28000e-01  1.37000e-01  1.13000e-02
 2.512e+02  1.000e-08  3.321e+01  0.00000e+00  1.35000e-18  5.87000e-14  3.23000e-10  9.10000e-08  3.73000e-05  1.58000e-03  3.15000e-03  4.21000e-02  2.39000e-01  5.39000e-01  1.60000e-01  1.50000e-02
 3.162e+02  1.000e-08  3.321e+01  0.00000e+00  4.88000e-19  2.47000e-14  1.54000e-10  5.46000e-08  2.58000e-05  9.59000e-04  2.26000e-03  3.31000e-02  2.14000e-01  5.45000e-01  1.84000e-01  1.98000e-02
 3.981e+02  1.000e-08  3.321e+01  0.00000e+00  1.64000e-19  9.71000e-15  6.87000e-11  3.08000e-08  1.68000e-05  5.81000e-04  1.67000e-03  2.57000e-02  1.89000e-01  5.46000e-01  2.11000e-01  2.58000e-02
 5.012e+02  1.000e-08  3.321e+01  0.00000e+00  5.15000e-20  3.58000e-15  2.88000e-11  1.64000e-08  1.03000e-05  3.53000e-04  1.27000e-03  1.97000e-02  1.66000e-01  5.41000e-01  2.39000e-01  3.33000e-02
 6.310e+02  1.000e-08  3.321e+01  0.00000e+00  1.51000e-20  1.24000e-15  1.13000e-11  8.17000e-09  5.91000e-06  2.11000e-04  9.75000e-04  1.49000e-02  1.43000e-01  5.30000e-01  2.68000e-01  4.26000e-02
 7.943e+02  1.000e-08  3.321e+01  0.00000e+00  0.00000e+00  3.96000e-16  4.17000e-12  3.79000e-09  3.17000e-06  1.22000e-04  7.32000e-04  1.11000e-02  1.22000e-01  5.14000e-01  2.97000e-01  5.41000e-02
 1.000e+03  1.000e-08  3.321e+01  0.00000e+00  0.00000e+00  1.18000e-16  1.43000e-12  1.64000e-09  1.58000e-06  6.76000e-05  5.27000e-04  8.16000e-03  1.03000e-01  4.93000e-01  3.27000e-01  6.79000e-02
 1.259e+03  1.000e-08  3.321e+01  0.00000e+00  0.00000e+00  3.28000e-17  4.67000e-13  6.74000e-10  7.42000e-07  3.56000e-05  3.60000e-04  5.92000e-03  8.59000e-02  4.68000e-01  3.55000e-01  8.45000e-02
 1.585e+03  1.000e-08  3.321e+01  0.00000e+00  0.00000e+00  8.75000e-18  1.46000e-13  2.66000e-10  3.28000e-07  1.80000e-05  2.35000e-04  4.23000e-03  7.06000e-02  4.39000e-01  3.82000e-01  1.04000e-01
 1.995e+03  1.000e-08  3.321e+01  0.00000e+00  0.00000e+00  2.27000e-18  4.49000e-14  1.02000e-10  1.38000e-07  8.73000e-06  1.46000e-04  2.98000e-03  5.72000e-02  4.07000e-01  4.06000e-01  1.27000e-01
 2.512e+03  1.000e-08  3.321e+01  0.00000e+00  0.00000e+00  5.75000e-19  1.36000e-14  3.83000e-11  5.49000e-08  4.11000e-06  8.70000e-05  2.07000e-03  4.57000e-02  3.72000e-01  4.27000e-01  1.53000e-01
 3.162e+03  1.000e-08  3.321e+01  0.00000e+00  0.00000e+00  1.44000e-19  4.07000e-15  1.40000e-11  2.09000e-08  1.88000e-06  5.03000e-05  1.42000e-03  3.60000e-02  3.36000e-01  4.44000e-01  1.82000e-01
 3.981e+03  1.000e-08  3.321e+01  0.00000e+00  0.00000e+00  3.62000e-20  1.23000e-15  5.04000e-12  7.71000e-09  8.45000e-07  2.84000e-05  9.61000e-04  2.80000e-02  3.00000e-01  4.56000e-01  2.15000e-01
 5.012e+03  1.000e-08  3.321e+01  0.00000e+00  2.76000e-26  9.26000e-21  3.78000e-16  1.82000e-12  2.83000e-09  3.80000e-07  1.60000e-05  6.51000e-04  2.14000e-02  2.65000e-01  4.63000e-01  2.50000e-01
 6.310e+03  1.000e-08  3.321e+01  0.00000e+00  6.11000e-27  2.48000e-21  1.22000e-16  6.85000e-13  1.07000e-09  1.76000e-07  9.09000e-06  4.48000e-04  1.62000e-02  2.31000e-01  4.64000e-01  2.88000e-01
 7.943e+03  1.000e-08  3.321e+01  0.00000e+00  1.43000e-27  7.06000e-22  4.18000e-17  2.73000e-13  4.33000e-10  8.66000e-08  5.37000e-06  3.19000e-04  1.20000e-02  1.98000e-01  4.60000e-01  3.29000e-01
 1.000e+04  1.000e-08  3.321e+01  0.00000e+00  3.57000e-28  2.14000e-22  1.53000e-17  1.16000e-13  1.89000e-10  4.55000e-08  3.33000e-06  2.33000e-04  8.82000e-03  1.69000e-01  4.51000e-01  3.71000e-01
